#XML <!--Created by Liquid XML Data Binding Libraries (www.liquid-technologies.com) for John Unwin--> <kaitns:Product xmlns:xs="http://www.w3.org/2001/XMLSchema-instance" xmlns:kaitns="http://www.kaitrade.com/KA" Src="AAPL" IDSrc="KTIBTWS" Exch="NASDAQ" CFI="ESXXXX" TradeVenue="KTIBTWS" LongName="APPLE INC" Mnemonic="AAPL" ExDestination="SMART" Currency="USD" TickSize="0.01" ContractSize="1" NumberDecimalPlaces="2" PriceFeedQuantityMultiplier="100"/>
KTIBTWS,0,634490873125807264,AAPL,0,3,,,,,,,,,,4
KTIBTWS,1,634490873149894096,AAPL,0,3,,,,,,,,,,4
KTIBTWS,2,634490873149904128,AAPL,0,3,,,,,,,,,,4
KTIBTWS,3,634490873149974352,AAPL,0,3,,,366.76,,,,,,,4
KTIBTWS,4,634490873149974352,AAPL,0,3,,300,,,,,,,,4
KTIBTWS,5,634490873149974352,AAPL,0,3,,300,,,,,,,,4
KTIBTWS,6,634490873149974352,AAPL,0,3,,,,366.8,,,,,,4
KTIBTWS,7,634490873149974352,AAPL,0,3,,,,,300,,,,,4
KTIBTWS,8,634490873149974352,AAPL,0,3,,,,,300,,,,,4
KTIBTWS,9,634490873149994416,AAPL,0,3,,,,,,366.5,,,,4
KTIBTWS,10,634490873150014480,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,11,634490873150014480,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,12,634490873150014480,AAPL,0,3,,,,,,,,,,4
KTIBTWS,13,634490873150014480,AAPL,0,3,,,,,,,,,,4
KTIBTWS,14,634490873150014480,AAPL,0,3,,,366.47,,,,,,,4
KTIBTWS,15,634490873150014480,AAPL,0,3,,100,,,,,,,,4
KTIBTWS,16,634490873150014480,AAPL,0,3,,,,366.51,,,,,,4
KTIBTWS,17,634490873150014480,AAPL,0,3,,,,,100,,,,,4
KTIBTWS,18,634490873150014480,AAPL,0,3,,100,,,,,,,,4
KTIBTWS,19,634490873150014480,AAPL,0,3,,,,,100,,,,,4
KTIBTWS,20,634490873150054608,AAPL,0,3,,,,,,366.48,,,,4
KTIBTWS,21,634490873150054608,AAPL,0,3,,,,,,,0,,,4
KTIBTWS,22,634490873150054608,AAPL,0,3,,,,,,,0,,,4
KTIBTWS,23,634490873150054608,AAPL,0,3,,300,,,,,,,,4
KTIBTWS,24,634490873150074672,AAPL,0,3,,,,,500,,,,,4
KTIBTWS,25,634490873150094736,AAPL,0,3,,,,,,366.44,,,,4
KTIBTWS,26,634490873150094736,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,27,634490873150094736,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,28,634490873150094736,AAPL,0,3,,,,,,,,,,4
KTIBTWS,29,634490873150094736,AAPL,0,3,,,366.45,,,,,,,4
KTIBTWS,30,634490873150094736,AAPL,0,3,,200,,,,,,,,4
KTIBTWS,31,634490873150094736,AAPL,0,3,,,,366.49,,,,,,4
KTIBTWS,32,634490873150094736,AAPL,0,3,,,,,300,,,,,4
KTIBTWS,33,634490873150104768,AAPL,0,3,,200,,,,,,,,4
KTIBTWS,34,634490873150104768,AAPL,0,3,,,,,300,,,,,4
KTIBTWS,35,634490873154689392,AAPL,0,3,,,,,,,,,,4
KTIBTWS,36,634490873163066112,AAPL,0,3,,,,,,366.42,,,,4
KTIBTWS,37,634490873163066112,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,38,634490873163066112,AAPL,0,3,,,,,,,,,,4
KTIBTWS,39,634490873163076144,AAPL,0,3,,,366.43,,,,,,,4
KTIBTWS,40,634490873163076144,AAPL,0,3,,100,,,,,,,,4
KTIBTWS,41,634490873163076144,AAPL,0,3,,,,366.48,,,,,,4
KTIBTWS,42,634490873163076144,AAPL,0,3,,,,,300,,,,,4
KTIBTWS,43,634490873163076144,AAPL,0,3,,100,,,,,,,,4
KTIBTWS,44,634490873166787984,AAPL,0,3,,,366.42,,,,,,,4
KTIBTWS,45,634490873166787984,AAPL,0,3,,500,,,,,,,,4
KTIBTWS,46,634490873166787984,AAPL,0,3,,,,366.47,,,,,,4
KTIBTWS,47,634490873166787984,AAPL,0,3,,,,,200,,,,,4
KTIBTWS,48,634490873166787984,AAPL,0,3,,500,,,,,,,,4
KTIBTWS,49,634490873166787984,AAPL,0,3,,,,,200,,,,,4
KTIBTWS,50,634490873171603344,AAPL,0,3,,,,,,366.49,,,,4
KTIBTWS,51,634490873171603344,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,52,634490873171613376,AAPL,0,3,,,,,,,,,,4
KTIBTWS,53,634490873171613376,AAPL,0,3,,,366.46,,,,,,,4
KTIBTWS,54,634490873171613376,AAPL,0,3,,300,,,,,,,,4
KTIBTWS,55,634490873171613376,AAPL,0,3,,,,366.5,,,,,,4
KTIBTWS,56,634490873171613376,AAPL,0,3,,,,,200,,,,,4
KTIBTWS,57,634490873171613376,AAPL,0,3,,300,,,,,,,,4
KTIBTWS,58,634490873179097248,AAPL,0,3,,,,,,366.51,,,,4
KTIBTWS,59,634490873179097248,AAPL,0,3,,,,,,,0,,,4
KTIBTWS,60,634490873179097248,AAPL,0,3,,,,,,,0,,,4
KTIBTWS,61,634490873179097248,AAPL,0,3,,,366.44,,,,,,,4
KTIBTWS,62,634490873179097248,AAPL,0,3,,300,,,,,,,,4
KTIBTWS,63,634490873179097248,AAPL,0,3,,,,366.51,,,,,,4
KTIBTWS,64,634490873179097248,AAPL,0,3,,,,,200,,,,,4
KTIBTWS,65,634490873183982832,AAPL,0,3,,,,,,366.48,,,,4
KTIBTWS,66,634490873183982832,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,67,634490873183982832,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,68,634490873184043024,AAPL,0,3,,,,,,,,,,4
KTIBTWS,69,634490873189149312,AAPL,0,3,,,,,,366.57,,,,4
KTIBTWS,70,634490873189169376,AAPL,0,3,,,,,,,0,,,4
KTIBTWS,71,634490873189169376,AAPL,0,3,,,,,,,0,,,4
KTIBTWS,72,634490873189169376,AAPL,0,3,,,,,,,,,,4
KTIBTWS,73,634490873189169376,AAPL,0,3,,,366.45,,,,,,,4
KTIBTWS,74,634490873189169376,AAPL,0,3,,200,,,,,,,,4
KTIBTWS,75,634490873189169376,AAPL,0,3,,,,366.49,,,,,,4
KTIBTWS,76,634490873189169376,AAPL,0,3,,,,,100,,,,,4
KTIBTWS,77,634490873189169376,AAPL,0,3,,200,,,,,,,,4
KTIBTWS,78,634490873189169376,AAPL,0,3,,,,,100,,,,,4
KTIBTWS,79,634490873191577056,AAPL,0,3,,,,,,366.48,,,,4
KTIBTWS,80,634490873191577056,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,81,634490873191577056,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,82,634490873191577056,AAPL,0,3,,,,,,,,,,4
KTIBTWS,83,634490873196572992,AAPL,0,3,,,,,,366,,,,4
KTIBTWS,84,634490873196572992,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,85,634490873196572992,AAPL,0,3,,,,,,,,,,4
KTIBTWS,86,634490873196583024,AAPL,0,3,,400,,,,,,,,4
KTIBTWS,87,634490873201669248,AAPL,0,3,,,,,,366.46,,,,4
KTIBTWS,88,634490873201679280,AAPL,0,3,,,,,,,100,,,4
KTIBTWS,89,634490873201679280,AAPL,0,3,,,,,,,,,,4
KTIBTWS,90,634490873201689312,AAPL,0,3,,,366.44,,,,,,,4
